Customer Name ,Customer Inventory ID ,Security Policy ,Technical Specification ,Server Name ,Server IP ,Operating System ,Section ID ,Section Heading ,System Value Parameter ,Description ,Agreed Value ,Current Value ,Output Result ,Severity ,Scandate ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.3.2.2 ,Configure authselect ,Ensure pam_faillock module is enabled ,The pam_faillock.so module maintains a list of failed authentication attempts per user during a specified interval and locks the account in case there were more than the configure number of consecutive failed authentications ,Pam_faillock module is enabled ,Pam_faillock module is not enabled Output : Entry not found - /etc/pam.d/password-auth:auth required pam_faillock.so preauth silent ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.3.2.2 ,Configure authselect ,Ensure pam_faillock module is enabled ,The pam_faillock.so module maintains a list of failed authentication attempts per user during a specified interval and locks the account in case there were more than the configure number of consecutive failed authentications ,Pam_faillock module is enabled ,Pam_faillock module is not enabled Output : Entry not found - /etc/pam.d/password-auth:auth required pam_faillock.so authfail ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.3.2.2 ,Configure authselect ,Ensure pam_faillock module is enabled ,The pam_faillock.so module maintains a list of failed authentication attempts per user during a specified interval and locks the account in case there were more than the configure number of consecutive failed authentications ,Pam_faillock module is enabled ,Pam_faillock module is not enabled Output : Entry not found - /etc/pam.d/password-auth:account required pam_faillock.so ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.3.2.2 ,Configure authselect ,Ensure pam_faillock module is enabled ,The pam_faillock.so module maintains a list of failed authentication attempts per user during a specified interval and locks the account in case there were more than the configure number of consecutive failed authentications ,Pam_faillock module is enabled ,Pam_faillock module is not enabled Output : Entry not found - /etc/pam.d/system-auth:auth required pam_faillock.so preauth silent ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.3.2.2 ,Configure authselect ,Ensure pam_faillock module is enabled ,The pam_faillock.so module maintains a list of failed authentication attempts per user during a specified interval and locks the account in case there were more than the configure number of consecutive failed authentications ,Pam_faillock module is enabled ,Pam_faillock module is not enabled Output : Entry not found - /etc/pam.d/system-auth:auth required pam_faillock.so authfail ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.3.2.2 ,Configure authselect ,Ensure pam_faillock module is enabled ,The pam_faillock.so module maintains a list of failed authentication attempts per user during a specified interval and locks the account in case there were more than the configure number of consecutive failed authentications ,Pam_faillock module is enabled ,Pam_faillock module is not enabled Output : Entry not found - /etc/pam.d/system-auth:account required pam_faillock.so ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.3.2.3 ,Configure authselect ,Ensure pam_pwquality module is enabled ,The pam_pwquality.so module performs password quality checking ,Pam_pwquality module is enabled ,Pam_pwquality module is enabled Output : Entry found - /etc/pam.d/password-auth:password requisite pam_pwquality.so local_users_only ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.3.2.3 ,Configure authselect ,Ensure pam_pwquality module is enabled ,The pam_pwquality.so module performs password quality checking ,Pam_pwquality module is enabled ,Pam_pwquality module is enabled Output : Entry found - /etc/pam.d/system-auth:password requisite pam_pwquality.so local_users_only ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.3.2.4 ,PAM Configuration ,Ensure pam_pwhistory is enabled ,Prevent reuse of previous passwords by enforcing password history ,pam_pwhistory.so must be configured in system-auth and password-auth , pam_pwhistory missing in: /etc/pam.d/system-auth /etc/pam.d/password-auth ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.3.2.5 ,PAM Configuration ,Ensure pam_unix is enabled ,pam_unix provides standard UNIX authentication ,Must exist in auth account password session sections ,pam_unix.so is properly configured in all required sections ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.3.2.1 ,PAM Configuration ,Ensure authselect includes required PAM modules ,Ensure strong password history lockout and authentication controls are enforced via PAM ,pam_pwquality pam_pwhistory pam_faillock pam_unix must be present ,system-auth or password-auth file missing in profile (sssd) ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.4.2.1 ,Ensure root is the only UID 0 account ,Ensure root is the only UID 0 account ,Only the root user should have UID 0 to prevent unauthorized privilege escalation ,Only root account must have UID 0 in /etc/passwd ,Only root account has UID 0 ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.4.2.2 ,Ensure root is the only GID 0 account ,Ensure root is the only GID 0 account ,Only the root user should belong to the GID 0 group to prevent unauthorized privilege escalation ,Only root account must have GID 0 in /etc/passwd ,Users with GID 0: root sync shutdown halt operator ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.4.2.3 ,User & Group Management ,Ensure only root group has GID 0 ,Restrict GID 0 to root to prevent unauthorized privileged access ,Only root group must have GID 0 ,Only root group has GID 0 ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.4.2.4 ,Ensure root account access is controlled ,Ensure root account access is controlled ,Root account must have a password set or be locked ,Password status must be P (set) or L (locked) ,Root account password status is invalid or not set (Current: PS) ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.4.2.5 ,Ensure root PATH integrity ,Ensure root PATH integrity ,Root PATH must not contain insecure directories to prevent privilege escalation ,All directories in root PATH must be secure and owned by root ,Directory /usr/local/sbin is writable (drwxr-xr-x) ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,1.1.1.1 ,Ensure cramfs kernel module is not available ,Ensure cramfs kernel module is not available ,cramfs filesystem module should be disabled to reduce the system attack surface ,Disable filesystem type ,cramfs module is available and can be loaded ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,1.1.1.2 ,Ensure freevxfs kernel module is not available ,Ensure freevxfs kernel module is not available ,freevxfs filesystem module should be disabled to reduce the system attack surface ,Disable filesystem type ,freevxfs module not present on system (built-in or absent) ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,1.1.1.3 ,Ensure hfs kernel module is not available ,Ensure hfs kernel module is not available ,hfs filesystem module should be disabled to reduce the system attack surface ,Disable filesystem type ,hfs module not present on system (built-in or absent) ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,1.1.1.4 ,Ensure hfsplus kernel module is not available ,Ensure hfsplus kernel module is not available ,hfsplus filesystem module should be disabled to reduce the system attack surface ,Disable filesystem type ,hfsplus module not present on system (built-in or absent) ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,1.1.1.5 ,Ensure jffs2 kernel module is not available ,Ensure jffs2 kernel module is not available ,jffs2 filesystem module should be disabled to reduce the system attack surface ,Disable filesystem type ,jffs2 module not present on system (built-in or absent) ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,1.1.1.9 ,Kernel Module Hardening ,Ensure firewire-core kernel module is not available ,Disable firewire to prevent DMA-based attacks ,Disable filesystem type , firewire-core is not properly disabled (missing blacklist or install rule) ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.4.1.1 ,Ensure password expiration is configured ,Ensure password expiration is configured ,Password expiration reduces risk of long-term compromise ,PASS_MAX_DAYS <= 365 and applied to all users ,PASS_MAX_DAYS=99999 Non-compliant users: nobody(max_days=99999) sailen(max_days=99999) ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.4.1.3 ,Ensure password expiration warning days is configured ,Ensure password expiration warning days is configured ,Users should get warning before password expiry ,PASS_WARN_AGE >= 7 and applied to all users ,PASS_WARN_AGE=7 Non-compliant users: nobody(warn_days=) sailen(warn_days=) ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.4.1.4 ,Password Policy ,Ensure strong password hashing algorithm is configured ,Use strong hashing algorithms to protect stored passwords from cracking attacks ,ENCRYPT_METHOD must be SHA512 or YESCRYPT ,Valid ENCRYPT_METHOD found: ENCRYPT_METHOD SHA512 ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.4.1.5 ,Password Policy ,Ensure inactive password lock is configured ,Accounts must be disabled after password expiration to reduce risk of unused active accounts ,INACTIVE must be set to 45 days or less for all users , Default INACTIVE is non-compliant (-1 days) Users with invalid INACTIVE values: root: sailen: ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,2.4.1.1 ,Configure cron ,Ensure cron daemon is enabled and active ,The cron daemon is used to execute batch jobs on the system ,Crond service is enabled ,Crond service is enabled and active Output : Service_enabled ? = enabled Service_active ? = active ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,2.4.1.2 ,Configure cron ,Ensure access to /etc/crontab is configured ,The /etc/crontab file is used by cron to control its own jobs ,Permissions of 0600 and ownership of 0:0 ,File : /etc/crontab Access : 644/-rw-r--r-- Uid : 0/root Gid : 0/root ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,2.4.1.3 ,Configure cron ,Ensure access to /etc/cron.hourly is configured ,This directory contains system cron jobs that need to run on an hourly basis ,Permissions of 0700 and ownership of 0:0 ,Directory : /etc/cron.hourly/ Access : 755/drwxr-xr-x Uid : 0/root Gid : 0/root ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,2.4.1.4 ,Configure cron ,Ensure access to /etc/cron.daily is configured ,The /etc/cron.daily directory contains system cron jobs that need to run on an daily basis ,Permissions of 0700 and ownership of 0:0 ,Directory : /etc/cron.daily/ Access : 755/drwxr-xr-x Uid : 0/root Gid : 0/root ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,2.4.1.5 ,Configure cron ,Ensure access to /etc/cron.weekly is configured ,The /etc/cron.weekly directory contains system cron jobs that need to run on a weekly basis ,Permissions of 0700 and ownership of 0:0 ,Directory : /etc/cron.weekly/ Access : 755/drwxr-xr-x Uid : 0/root Gid : 0/root ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,2.4.1.6 ,Configure cron ,Ensure access to /etc/cron.monthly is configured ,The /etc/cron.monthly directory contains system cron jobs that need to run on a monthly basis ,Permissions of 0700 and ownership of 0:0 ,Directory : /etc/cron.monthly/ Access : 755/drwxr-xr-x Uid : 0/root Gid : 0/root ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,2.4.1.8 ,Configure cron ,Ensure access to /etc/cron.d is configured ,The /etc/cron.d directory contains system cron jobs that need to run in a similar manner to the hourly daily weekly and monthly jobs from /etc/crontab but require more granular control as to when they run ,Permissions of 0700 and ownership of 0:0 ,Directory : /etc/cron.d/ Access : 755/drwxr-xr-x Uid : 0/root Gid : 0/root ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,2.4.1.7 ,Ensure access to /etc/cron.yearly is configured ,Ensure access to /etc/cron.yearly is configured ,/etc/cron.yearly must be protected from unauthorized access to prevent execution of malicious scheduled jobs ,/etc/cron.yearly should be owned by root:root and have permissions 700 or more restrictive ,Directory not found Output : /etc/cron.yearly does not exist ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,2.4.1.9 ,Cron Configuration ,Ensure access to crontab is configured ,Restrict cron usage to authorized users only ,/etc/cron.allow must exist and be secure; cron.deny must be absent or secure , cron.allow file missing cron.deny incorrect (perm=644 owner=root group=root) ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,2.4.2.1 ,Ensure access to at is configured ,Ensure access to at is configured ,Access to the at command must be restricted to authorized users to prevent unauthorized scheduled job execution ,/etc/at.allow must exist and /etc/at.deny must not exist ,Access NOT correctly restricted Output : at.allow missing at.deny present ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.1.22 ,Configure SSH Server ,Ensure sshd PermitRootLogin is disabled ,The PermitRootLogin parameter specifies if the root user can log in using SSH the default is prohibit-password ,File /etc/ssh/sshd_config contains PermitRootLogin no ,permitrootlogin yes ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.1.12 ,Configure SSH Server ,Ensure sshd HostbasedAuthentication is disabled ,The HostbasedAuthentication parameter specifies if authentication is allowed through hosts via the user of .rhosts or /etc/hosts.equiv along with successful public key client host authentication ,File /etc/ssh/sshd_config contains HostbasedAuthentication no ,hostbasedauthentication no ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.1.21 ,Configure SSH Server ,Ensure sshd PermitEmptyPasswords is disabled ,The PermitEmptyPasswords parameter specifies if the SSH server allows login to accounts with empty password strings ,File /etc/ssh/sshd_config contains PermitEmptyPasswords no ,permitemptypasswords no ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.1.23 ,Configure SSH Server ,Ensure sshd PermitUserEnvironment is disabled ,The PermitUserEnvironment option allows users to present environment options to the SSH daemon ,File /etc/ssh/sshd_config contains PermitUserEnvironment no ,permituserenvironment no ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.1.13 ,Configure SSH Server ,Ensure sshd IgnoreRhosts is enabled ,The IgnoreRhosts parameter specifies that .rhosts and .shosts files will not be used in RhostsRSAAuthentication or HostbasedAuthentication ,File /etc/ssh/sshd_config contains IgnoreHosts yes ,ignorerhosts yes ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.1.7 ,SSH Configuration ,Ensure SSH Banner is configured ,Display legal warning message before authentication to deter unauthorized access ,Banner must be configured file must exist and must not expose system information , Banner is configured: /etc/issue.net , Banner file exists , Banner content is valid (no information leakage) ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.1.8 ,Configure SSH Server ,Ensure SSH weak ciphers are not used ,Weak ciphers must be disabled to prevent cryptographic attacks ,Disallow CBC 3DES ARCFOUR Blowfish weak algorithms ,No weak ciphers found - chacha20 present ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.1.14 ,Configure SSH Server ,Ensure sshd KexAlgorithms is configured ,Key exchange is any method in cryptography by which cryptographic keys are exchanged between two parties allowing use of cryptographic algorithm ,Sshd KexAlgorithms is configured ,Weak key exchange algorithm diffie-hellman-group1-sha1 is not found ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.1.14 ,Configure SSH Server ,Ensure sshd KexAlgorithms is configured ,Key exchange is any method in cryptography by which cryptographic keys are exchanged between two parties allowing use of cryptographic algorithm ,Sshd KexAlgorithms is configured ,Weak Key Exchange Algorithm found Output : diffie-hellman-group14-sha1 ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.1.14 ,Configure SSH Server ,Ensure sshd KexAlgorithms is configured ,Key exchange is any method in cryptography by which cryptographic keys are exchanged between two parties allowing use of cryptographic algorithm ,Sshd KexAlgorithms is configured ,Weak key exchange algorithm diffie-hellman-group-exchange-sha1 is not found ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.1.15 ,Configure SSH Server ,Ensure sshd LoginGraceTime is configured ,The LoginGraceTime parameter specifies the time allowed for successful authentication to the SSH server ,Sshd LoginGraceTime is configured ,logingracetime 120 ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.1.16 ,Configure SSH Server ,Ensure sshd LogLevel is configured ,LogLevel gives the verbosity level that is used when logging messages from sshd ,Sshd LogLevel is configured ,loglevel INFO ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.1.17 ,Configure SSH Server ,Ensure sshd MACs are configured ,Weak MAC algorithms should not be used in SSH configuration ,Ensure no weak MACs are present (CIS benchmark) ,Weak MAC algorithms detected: macs hmac-sha2-256-etm@openssh.com hmac-sha1-etm@openssh.com umac-128-etm@openssh.com hmac-sha2-512-etm@openssh.com hmac-sha2-256 hmac-sha1 umac-128@openssh.com hmac-sha2-512 ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.1.18 ,Configure SSH Server ,Ensure sshd MaxAuthTries is configured ,The MaxAuthTries parameter specifies the maximum number of authentication attempts permitted per connection ,Sshd MaxAuthTries is configured ,maxauthtries 6 ,KO ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.1.19 ,Configure SSH Server ,Ensure sshd MaxSessions is configured ,The MaxSessions parameter specifies the maximum number of open sessions permitted from a given connection ,Sshd MaxSessions is configured ,maxsessions 10 ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.1.24 ,Configure SSH Server ,Ensure sshd UsePAM is enabled ,The UsePAM directive enables the PAM interface ,Sshd UsePAM is enabled ,usepam yes ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
Oxxo ,BAMFFA6000 ,CSD v4.0 ,Linux RHEL 8 CIS v4.0.0 ,kynrhel8-jump01 ,172.25.18.151 ,Red Hat Enterprise Linux release 8.10 (Ootpa) ,5.1.1 ,Configure SSH Server ,Ensure sshd crypto_policy is not set ,System-wide crypto policy can be over-ridden or opted out of for openSSH ,Sshd crypto_policy is not set ,Sshd crypto_policy is not set ,OK ,Critical ,Wed Aug 5 23:58:21 IST 2026 ,,
